text,sentiment
big sam houston is not big enough to overcome the challanges of movingcariphone photography,negative
happy mothers day,positive
my sister got a lunch date and i dont,neutral
we just had to suffer,negative
worth,positive
one upset daughter in a bitmr rat took a sudden turn for the worse and didnt make it,negative
watching qi on dave still quite bored not even adam davis can cheer me up and hes quite funny,neutral
excellent,positive
you can vote once per day per computer,neutral
lots of fun,positive
i was nice i called you lmao,positive
name,neutral
chill,positive
miss,negative
painful,negative
cancel,negative
thanks,positive
i love it,positive
lol that is just the way i was brought up,neutral
tan,negative
i cant wait,positive
so hard to choose,negative
great,positive
looking forward to bens baseball game tonight,neutral
is school were gonna learn how to use skype,neutral
my feet are killing me,negative
bloody awesome,positive
class until yes on a friday night,neutral
special,positive
miss my hubby already,negative
unbearable,negative
i have to go to work with out my and,neutral
eating halls cuz i have a sour throte,neutral
nice,positive
good morning everybody and happy mothers day,positive
i wanna go out,neutral
happy friday,positive
wants to eat baked tahong its been a while really,neutral
wonderful,positive
nice,positive
sad,negative
it started out so lovely this morning,positive
beautiful,positive
thanks,positive
i have phone calls like that often different subject same result of feeling beaten to pulp and left for dead,neutral
is singing in the rain cover your ears people,neutral
highly amused,positive
it was best for me,positive
my phone just died on me cant find my charger my brother needs stop taking mine without asking,negative
so over it,neutral
wowive been stood up might as well go to work,neutral
gutted to be at work,negative
i wanna good breakfast,positive
who out there loves the soup i do i do,positive
tired,negative
carter we cant see the video its private,neutral
hmm is following me and to think they declined thehodgecouk for inclusion into there network,neutral
when are you coming to indianapolis,neutral
oh no that bird is back,negative
did your car get towed thats what happened to redgies car last time he went there another reason why i dont like splashtown,neutral
like,positive
im sad,negative
twitter stop being a,negative
doesnt want to go to work,negative
hey mom,neutral
have a great show doug have fun im sorry that i wont be there to watch you,neutral
smells like dead fish,negative
bored out of my mind,negative
algebra test in three hours,neutral
upset,negative
hey keep clear,neutral
loving,positive
sadness,negative
nervous,negative
poor dog he,negative
i walk to from workabout minsthink that makes it worse improves once indoors tho,neutral
this class is really long,negative
you taste so good,positive
a nice,positive
on my way to school,neutral
heartbreak,negative
you make me sad,negative
summer makes me feel ugly all the pretty people are out showin off their good genes them to hell,neutral
delicious,positive
sad,negative
congrat,positive
the lights killed the mood,negative
more than welcomewould love to do more physically but family life doesnt allow,neutral
death,negative
uprooted,negative
oh cool d im going to like a bunchh of jb shows this summer i am so broke now though haha,neutral
i hope,positive
smithamherst minireunion last night was fun how i miss the old days,neutral
working today hour hours work overtime good the fact that im already dead tired very bad,neutral
touche,positive
it,negative
too bad,negative
yay short stack episode is being recorded on tuesday,neutral
omg that little girl on bgt,neutral
haha dork was it good then,neutral
yum whole box of cookies for me,positive
and you okaay,neutral
off to school who knows what to expect bring on life and all of its suprises,neutral
love,positive
ahh my keyboards getting worse,negative
like,positive
yeah ive never seen that but i guess ive never really needed it,neutral
eating ice cream at swensens,neutral
itã¯â¿â½s a beautiful blog but iã¯â¿â½m not able to acess it anymore,neutral
ive got to meet him tomorrow midday and hopefully fingers crossed itll all be sorted my head is still hurting though,neutral
they just layed off teachers in the city near me i wonder if i should be thinking about not going into that jobfield,neutral
could do will the fact that its bank holiday make any difference lemme check my money situation also,neutral
im getting more and more followers look out ashton,neutral
lonely,negative
it was fun its been nine months,positive
i thought there was more fanta in my can than there was,neutral
excited,positive
watching rugrats anndd tweeting of course,neutral
glad youre alright,positive
good luck chan,positive
dont want to go,negative
its not it just sucks,negative
guitar lessons tomorrow i have to wake up early again,neutral
nope thank god not on air its a real application compiled code,neutral
addictive isn biz could definately be better folks have just slowed down on getting their done,neutral
we miss yu,negative
i pulled a muscle in my neck this morning just feels like its getting more sore,negative
loads of little jobs to do today going to be playing walking themed music today from brickman,neutral
hugs,positive
sadly,negative
i loved it,positive
can you follow me so i can dm you,neutral
see ya there,neutral
going to bed night,neutral
need to leave now tweet laters,neutral
is playing restaurant city,neutral
healthy choice,positive
love a free night,positive
last chemistry lesson for this school year on a brighter note my birthday will be sandwiched between two days in chemistry lab,neutral
funny,positive
peace,neutral
is it seven yet,neutral
morning panic clicked a link and opened up my browser firefox what have you done with all my saved tabs gone thatll learn me,neutral
